"","NAME","DATE","AWND","PGTM","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","Power_output"
"916777","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-03",11.41,822,35,27,210,190,23.9,36,2266.85035109484
"916778","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-04",12.08,648,31,20,200,200,23.9,40,2690.08944334848
"916779","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-05",2.68,1,23,1,190,200,14.1,21,29.37448758528
"916780","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-06",2.01,638,28,2,190,230,8.9,17,12.39236195004
"916781","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-07",2.24,1404,33,-7,30,40,8.1,8.9,17.15181060096
"916782","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-08",2.91,1148,31,1,200,190,13,19,37.60493863284
"916783","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-09",12.75,1939,28,18,200,200,31.1,45,3162.980188125
"916784","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-10",5.59,0,27,-5,190,200,23,31.1,266.56390442916
"916785","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-11",4.25,1429,33,-9,200,190,16.1,23,117.147414375
"916786","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-12",10.96,2130,39,0,190,190,38,53.9,2009.08161644544
"916787","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-13",12.3,40,44,33,190,190,32,47,2839.75747668
"916788","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-14",10.74,918,44,25,180,160,36,55.9,1890.50905315296
"916789","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-15",12.53,239,28,19,190,210,25.9,38.9,3002.05835755308
"916791","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-17",5.14,856,27,17,190,190,21.9,32,207.23126321376
"916792","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-18",3.36,1247,26,-2,20,100,13,17,57.88736077824
"916793","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-19",4.25,2301,34,-13,200,200,21,27.1,117.147414375
"916794","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-20",5.82,218,27,13,200,190,19.9,25.9,300.83950906272
"916795","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-21",6.93,1402,25,-1,50,40,17,25.1,507.88527448428
"916796","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-22",3.13,3,32,-8,30,30,12.1,17,46.79494379388
"916797","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-23",5.82,1346,38,-3,190,190,18.1,25.9,300.83950906272
"916798","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-24",11.41,1712,39,26,190,160,21.9,32,2266.85035109484
"916799","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-25",19.01,1103,43,30,200,190,36.9,59.9,10483.644073154
"916800","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-26",21.92,2237,40,31,190,190,36.9,48.1,16072.6529315635
"916801","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-27",17.22,2,42,32,200,200,31.1,42.9,7792.29451600992
"916802","SOUTH LAKE TAHOE AIRPORT, CA US","2019-02-28",12.75,25,39,34,200,190,23.9,35.1,3162.980188125
"916803","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-01",10.96,1404,42,34,180,200,23.9,38,2009.08161644544
"916804","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-02",3.58,1202,41,33,180,210,14.1,21,70.01885382048
"916805","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-03",2.01,1205,41,33,170,180,12.1,16.1,12.39236195004
"916806","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-04",4.47,1110,42,26,190,190,15,21.9,136.29768728292
"916807","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-05",4.47,1629,40,27,190,190,23,35.1,136.29768728292
"916808","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-06",8.5,1346,40,32,190,180,21.9,33.1,937.179315
"916809","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-07",6.93,117,38,30,190,180,16.1,25.9,507.88527448428
"916810","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-08",9.17,1523,31,22,200,200,19.9,28,1176.72213884652
"916811","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-09",6.71,1214,33,19,190,190,19.9,28,461.03455545444
"916812","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-10",4.25,1328,35,16,50,80,14.1,19.9,117.147414375
"916813","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-11",3.8,1057,40,23,70,70,16.1,23.9,83.73686688
"916814","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-12",4.92,1328,42,14,200,210,17,27.1,181.74447850752
"916815","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-13",4.92,1013,35,9,20,20,15,21.9,181.74447850752
"916816","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-14",2.91,0,41,8,30,120,12.1,16.1,37.60493863284
"916817","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-15",3.36,1458,45,11,20,30,10.1,15,57.88736077824
"916818","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-16",3.58,1244,49,14,30,30,10.1,14.1,70.01885382048
"916819","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-17",4.25,1130,52,17,30,40,10.1,13,117.147414375
"916820","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-18",3.13,1307,54,21,30,30,13,16.1,46.79494379388
"916821","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-19",3.58,1836,52,25,170,160,16.1,23,70.01885382048
"916822","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-20",4.7,1213,42,31,200,200,17,23.9,158.43805092
"916823","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-21",2.24,1258,40,25,40,30,12.1,17,17.15181060096
"916824","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-22",5.82,1438,40,20,180,190,18.1,23,300.83950906272
"916825","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-23",5.14,1541,37,22,200,180,15,25.9,207.23126321376
"916826","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-24",3.36,1316,47,13,200,200,12.1,18.1,57.88736077824
"916827","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-25",14.54,922,48,21,190,180,31.1,45,4690.93199425056
"916828","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-26",12.3,1112,46,35,180,190,25.1,38,2839.75747668
"916829","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-27",8.72,146,42,31,190,180,25.1,35.1,1011.84822024192
"916830","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-28",5.37,1416,38,22,190,190,17,28,236.31363164412
"916831","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-29",2.91,1226,41,14,30,30,12.1,16.1,37.60493863284
"916832","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-30",4.92,941,46,19,70,20,14.1,19.9,181.74447850752
"916833","SOUTH LAKE TAHOE AIRPORT, CA US","2019-03-31",3.58,1209,52,21,30,40,12.1,16.1,70.01885382048
